epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,4705.16,0.70709,0.33395,1.74248,0.98253,0.92138,0.96532,0.66271,2.54546,0.94482,3.79907,0.000148696,0.000148696,0.000148696
186,4730.35,0.70272,0.32869,1.73004,0.96484,0.9318,0.96691,0.66891,2.53837,0.97329,3.77923,0.000140445,0.000140445,0.000140445
187,4755.8,0.68448,0.32125,1.71766,0.97111,0.92152,0.96648,0.66443,2.54505,0.9792,3.76218,0.000132193,0.000132193,0.000132193
188,4781.23,0.68918,0.32697,1.72421,0.95528,0.93413,0.96521,0.66571,2.54761,0.97195,3.7938,0.000123941,0.000123941,0.000123941
189,4806.65,0.67694,0.31692,1.72427,0.96798,0.927,0.9661,0.66534,2.54035,0.96081,3.77252,0.00011569,0.00011569,0.00011569
190,4832.11,0.66297,0.31631,1.71836,0.96907,0.93161,0.96594,0.66499,2.5245,0.96843,3.76348,0.000107438,0.000107438,0.000107438
191,4858.16,0.63824,0.26263,1.71021,0.97033,0.92815,0.96547,0.66479,2.53553,0.90926,3.81585,9.91865e-05,9.91865e-05,9.91865e-05
192,4883.17,0.6037,0.24986,1.70124,0.96973,0.92603,0.96469,0.6697,2.52648,0.92567,3.78327,9.09349e-05,9.09349e-05,9.09349e-05
193,4908.14,0.58473,0.24707,1.68966,0.96431,0.93223,0.96339,0.66715,2.51437,0.95887,3.75267,8.26832e-05,8.26832e-05,8.26832e-05
194,4933.1,0.57887,0.24288,1.68583,0.96382,0.93322,0.96521,0.67104,2.53148,0.95784,3.79573,7.44316e-05,7.44316e-05,7.44316e-05
195,4958.05,0.57733,0.24313,1.6855,0.96316,0.93643,0.96388,0.66331,2.53516,0.94983,3.86423,6.61799e-05,6.61799e-05,6.61799e-05
196,4983.03,0.56087,0.23439,1.67587,0.96282,0.93642,0.9648,0.66778,2.54629,0.95369,3.87109,5.79283e-05,5.79283e-05,5.79283e-05
197,5008.19,0.56116,0.24086,1.67671,0.9725,0.92563,0.96488,0.66334,2.55385,0.96656,3.90484,4.96766e-05,4.96766e-05,4.96766e-05
198,5033.34,0.55975,0.2365,1.67657,0.96407,0.93318,0.96479,0.66642,2.54824,0.96922,3.90692,4.1425e-05,4.1425e-05,4.1425e-05
199,5058.52,0.55125,0.23885,1.673,0.96817,0.93373,0.96541,0.66242,2.54618,0.97126,3.90084,3.31733e-05,3.31733e-05,3.31733e-05
200,5083.67,0.55198,0.2367,1.67849,0.96682,0.93318,0.96615,0.66414,2.54653,0.97332,3.89286,2.49217e-05,2.49217e-05,2.49217e-05
